Latitude,Longitude,Crime_Type
30.00111971836938,-88.12979299075653,Vandalism
35.73560747721345,-109.54781397978108,Homicide
42.51905955995626,-67.03943906827905,Vandalism
43.60921718327663,-93.72974916807512,Burglary
28.33180857418917,-112.28408630403496,Homicide
39.2850516132586,-67.34368467729715,Homicide
40.63051639043647,-108.7645822493774,Theft
40.30675758876184,-94.00539138677324,Homicide
39.600745946477474,-119.83784183598854,Fraud
46.529543227328936,-87.21185694825617,Assault
40.25301152442257,-80.7207447059006,Drug Offense
41.65507967408979,-121.9995928760592,Homicide
25.15985253054904,-86.3845731317615,Burglary
30.652379099307986,-113.88027588057192,Drug Offense
30.123501387839,-90.54249445105476,Drug Offense
43.95310984381045,-82.51605447500236,Homicide
34.0948737984183,-73.38768034092823,Robbery
27.757478945655123,-91.45518298108009,Homicide
41.74882570961466,-68.8443910176947,Robbery
47.68017386447934,-69.63610348237,Drug Offense
43.317939298259446,-107.97411971682487,Fraud
36.6272195105994,-87.71791634969517,Theft
39.357631844375135,-85.97105189883365,Drug Offense
37.17418999232919,-117.06477967307136,Homicide
28.82967478705036,-77.63127376380986,Robbery
36.40012058560439,-84.74816873499682,Fraud
44.34033981581384,-102.12752574126264,Drug Offense
47.67192331873537,-68.66601474244375,Drug Offense
41.083095096429226,-67.10732847738022,Robbery
36.48634637683448,-121.84827483077255,Homicide
43.58532770800524,-69.52952441543252,Assault
33.18389867047391,-111.6107937091097,Burglary
48.70543095075391,-67.40984714796751,Burglary
42.62872379276162,-120.99925635847084,Homicide
29.04881413068533,-85.95481311424051,Robbery
32.564825201858625,-81.69864119931873,Vandalism
44.8417063212748,-112.9175618180772,Robbery
38.07880931371919,-106.24152642246064,Drug Offense
46.86571837863309,-105.72592660869218,Burglary
43.58616819641056,-117.19774076038368,Assault
46.43982315880679,-122.27856111479558,Fraud
31.2206784165991,-112.64725055574868,Homicide
40.82652333389423,-107.5037964507188,Burglary
45.45495063273401,-103.61296015432951,Robbery
37.94119105032477,-118.38680199370827,Drug Offense
45.94559723231719,-97.4308843204616,Burglary
47.22155366883536,-80.46297345014752,Robbery
33.24683514978748,-91.49848854540885,Drug Offense
34.59765965687172,-86.45436790450923,Theft
30.06323571015876,-72.69015750072332,Drug Offense
47.328914352464,-77.52400896582895,Vandalism
36.66027301439884,-74.4152190024032,Robbery
35.980175768008415,-102.63650063455796,Homicide
33.92824239333562,-93.99267842148478,Robbery
35.41494465815966,-76.20392260888991,Assault
33.994444576243325,-107.90329453801102,Fraud
30.91445987230933,-119.30602952063552,Fraud
38.6397960907609,-67.3033650912004,Drug Offense
40.73832553141469,-89.02926869553944,Fraud
34.86267470211915,-113.73959971633154,Fraud
42.88623965945857,-77.86097189089959,Homicide
33.099974717006305,-105.20804067020676,Burglary
27.739563196727765,-121.58072954715531,Drug Offense
25.17362749597803,-72.64597905617283,Burglary
30.460079924778785,-72.90112399360652,Robbery
34.1472459999331,-124.80533091630537,Burglary
41.29472345173495,-82.67593312216572,Vandalism
25.827192357622227,-67.02177412367416,Assault
45.75969175862015,-91.23667881172813,Drug Offense
44.79556248374675,-100.45440071713172,Drug Offense
27.49026349361998,-96.339671939819,Assault
34.05604927410567,-111.80072405936968,Assault
31.911454199055783,-122.46401372843532,Burglary
46.384692090172855,-85.92610339852706,Drug Offense
25.551408480950684,-87.04888769129226,Vandalism
46.903123532708975,-99.84270704533398,Homicide
46.619660235164176,-83.47716218371392,Assault
38.1381684088191,-102.9010306722048,Burglary
38.24118890441021,-110.49755512456544,Theft
28.8684640147312,-116.95871577370302,Theft
36.12256382759848,-77.90148944596562,Vandalism
28.15875401400748,-97.05678275944642,Vandalism
30.236855534375884,-76.19276051790015,Drug Offense
36.23563261816439,-101.42798213194423,Assault
29.417201289431787,-75.86954792198503,Drug Offense
37.25741636720417,-111.77669231709038,Drug Offense
43.5032328830138,-98.92401508019626,Assault
33.997284701087224,-122.29204971098692,Vandalism
34.702401604873046,-75.63392992064281,Drug Offense
32.727071447650395,-113.6745417184926,Fraud
37.91803874480057,-110.66674648803384,Theft
41.47826696020511,-96.7427078370506,Robbery
42.145643121804966,-119.30899679659474,Robbery
46.91077518331976,-119.98519226282068,Burglary
48.28085526117061,-73.56083774259909,Burglary
26.770380814605,-97.04605180137864,Assault
29.9422738068296,-103.04152240104028,Homicide
37.89259378214466,-116.86055253033416,Homicide
32.995496501631834,-122.26796456126874,Fraud
25.08912412972037,-101.1783195613276,Drug Offense
48.73598969604526,-119.6061382579921,Robbery
25.22457049045461,-76.82211814494389,Theft
37.57987184875295,-69.3472148065891,Assault
32.0989222262801,-82.15571228087248,Burglary
36.39309458252724,-119.12797377093898,Theft
39.93283182913914,-118.96767709065986,Robbery
47.77712086210832,-106.47920831103868,Drug Offense
25.680660922971576,-108.23655276737674,Drug Offense
30.63269957393637,-105.27221325888492,Theft
32.134783866238095,-92.11561044254728,Homicide
35.85181121090085,-95.87961105464294,Homicide
44.13823296278368,-82.0416616790224,Robbery
44.07785496862302,-101.07802369826766,Vandalism
48.43845638805214,-121.7538144857032,Drug Offense
46.742594557690566,-91.25699845108385,Vandalism
26.5706022255215,-113.99046212273224,Robbery
40.534792121732686,-72.05369167254892,Drug Offense
26.26670278547426,-118.91285177473183,Fraud
44.331999279904736,-97.61542488823514,Assault
45.80484954645362,-88.4888803595807,Theft
40.31904151578943,-78.89365405012151,Fraud
30.790115643833264,-98.3355491483324,Assault
46.35794670024988,-102.00658435532668,Drug Offense
31.077064114854533,-115.67232883678388,Drug Offense
27.98951758398527,-67.40438623312843,Assault
37.20122644522117,-78.85894439742145,Theft
31.06693898683099,-89.9785126557428,Fraud
48.4575973573006,-68.07294487550608,Homicide
40.48680867343823,-113.75553480826372,Robbery
29.25606756985999,-71.65915240711583,Assault
37.259948348363096,-116.9129776795596,Fraud
37.76121603849593,-124.08655523277734,Fraud
44.22665904052351,-98.79692536193616,Assault
40.35358245461327,-95.72960875942154,Drug Offense
47.66915696963535,-118.40603445837712,Theft
29.448537613824247,-76.87425225361952,Robbery
31.115711516319365,-72.11021494828387,Vandalism
43.51836108555984,-71.41388122587051,Vandalism
45.59448238685751,-93.8545283188087,Assault
26.405645974970504,-123.08005898391292,Burglary
34.565907088322405,-113.22975410902524,Assault
26.514739434206824,-110.36724165139422,Theft
36.22121163750906,-90.04861382114092,Fraud
35.18335998831368,-78.34893786344907,Burglary
43.892587705188575,-85.53295701604935,Drug Offense
29.82324354129877,-89.3157427760195,Vandalism
39.72882099995191,-67.7724590851686,Burglary
47.28223764420628,-76.30010341299354,Drug Offense
39.87776161296336,-98.61092121159048,Burglary
36.41706743776119,-77.59399956570871,Fraud
37.20497604998548,-114.28583518897408,Burglary
26.74569111416582,-118.1962900388982,Theft
30.346753495417147,-96.69752040171971,Assault
28.623412827790155,-87.00595516910255,Robbery
28.74039633238773,-80.74445124150705,Theft
37.79298526487296,-82.33859129258505,Burglary
47.33091118089487,-120.98867622014198,Theft
45.97293995966898,-67.18655397511223,Assault
28.785074712235016,-118.81528734735738,Fraud
41.11677904649292,-69.93449589727709,Robbery
42.26063563549988,-96.66917154078394,Vandalism
34.945558176728696,-74.53768057578895,Vandalism
35.50799454556998,-78.98247654167588,Homicide
39.64720811964226,-122.60220204911434,Vandalism
41.44478041076081,-95.41116242556808,Drug Offense
35.83967482554089,-109.49325678298612,Drug Offense
30.15044263668787,-118.45767910213335,Assault
38.25371132606588,-102.6305508931519,Theft
30.31415506596371,-67.13197578704778,Homicide
43.67814538296619,-87.55099974047074,Assault
30.640366337085297,-94.89595634000337,Drug Offense
39.68064065356004,-104.7886979594564,Homicide
34.697774436319975,-101.96508506477991,Vandalism
27.515494221507865,-83.04446637837316,Drug Offense
26.656751792760044,-90.6571622424297,Drug Offense
34.87728234208384,-102.99663439078724,Theft
43.74234317532008,-74.85817555846862,Burglary
45.687155772406456,-85.75627702001968,Drug Offense
30.23472180279275,-105.12832406025876,Fraud
38.33466882403663,-84.47556216684018,Burglary
30.230513765830413,-67.17310011424678,Homicide
47.21182570562976,-100.63675036263822,Fraud
45.18572588948562,-110.76877553513287,Assault
37.9902024315923,-106.52846470279547,Burglary
26.29104900488144,-110.2872862541858,Fraud
48.20385515009471,-97.26397770417849,Assault
48.65350716139843,-88.72716470171818,Burglary
42.33089801379572,-115.99050759248856,Theft
44.80290139218813,-68.42077323787173,Theft
42.256901216437626,-113.68830697168828,Burglary
44.53622281565622,-89.3303601477046,Drug Offense
46.8024177809223,-74.72195347527503,Theft
29.723356397929955,-74.31134588753316,Homicide
30.842309236903738,-121.49429403809344,Burglary
46.13324786952094,-123.2841606790279,Robbery
44.03154073774355,-111.63281887717964,Assault
35.98596466143421,-84.8246326316486,Vandalism
46.95441191294095,-95.46297509361808,Robbery
48.93967780325622,-124.44553058208533,Theft
42.47274163363963,-116.3359138434598,Homicide
41.571790526487504,-87.09737514515706,Fraud
44.73491352358532,-90.55983562835078,Fraud
33.678250001387454,-114.68342324170511,Robbery
38.29102797390186,-78.5720243092604,Drug Offense
41.090937211140734,-67.1192180633442,Drug Offense
47.10659637928979,-110.01725607100246,Assault
46.389708608708645,-79.56507283389938,Robbery
28.14642599561881,-123.8683166468899,Fraud
44.82204634613386,-95.26229931809635,Vandalism
29.455840263268364,-87.10088828508447,Vandalism
39.48335855264527,-77.78565030643473,Fraud
37.95678797378881,-100.10431874364774,Fraud
41.21269262737116,-103.10461411762242,Vandalism
38.43673972826896,-120.72016269157668,Assault
40.756613251983325,-116.90072516751238,Theft
35.732614512081,-88.01134137884877,Vandalism
43.50364587200035,-100.49469138063586,Burglary
33.14088613147045,-89.38847969185403,Fraud
31.44852318403962,-90.07037720713673,Drug Offense
34.52903442651462,-90.7406350529354,Assault
47.43220329134592,-86.96607010780525,Theft
36.30830522813015,-80.05007055622599,Fraud
47.67635189432583,-84.9097747109103,Assault
33.7754691948228,-121.39162609105912,Vandalism
32.02593187130076,-84.13527972300443,Drug Offense
28.37866929793516,-103.18397556014024,Fraud
27.70743553579632,-111.47296141252404,Robbery
27.02206773478095,-117.74803182055824,Burglary
45.18148755148784,-115.26286701016248,Burglary
30.819797993871173,-85.03806448541238,Homicide
35.14883084901598,-122.84601327678504,Fraud
34.42775823670264,-108.40387161868928,Fraud
34.001818981456594,-87.58828789567646,Homicide
35.12470353350501,-118.88163084773537,Assault
44.73240113777155,-74.66247482174016,Burglary
38.96264188871018,-113.19939602099582,Burglary
32.5883416756847,-85.93266154126414,Robbery
29.81969488999533,-92.09477002718224,Drug Offense
25.58770177294751,-107.0125366408596,Assault
31.225104193319662,-101.34305253920417,Burglary
37.59223863863377,-87.52854600935088,Vandalism
48.2324707845312,-116.59197144792928,Robbery
25.19855728829107,-80.44857562826124,Vandalism
32.569217364909846,-114.27576453526436,Robbery
32.27518100386441,-115.70655864499987,Burglary
41.736135100669344,-113.65262990009042,Burglary
42.20160184090863,-84.18009760835193,Burglary
42.57188184709928,-92.64626841180838,Drug Offense
31.646410373974938,-75.71893485761443,Assault
45.95602175912976,-121.75329678940705,Assault
37.48279520509752,-69.13624307125818,Theft
30.520928105554443,-122.12720358275703,Drug Offense
37.75064841994222,-73.9555938621306,Homicide
31.428514310034448,-90.22332717922856,Burglary
27.092888201205376,-103.57133332913097,Drug Offense
38.35678371643896,-90.33665915008405,Drug Offense
48.88964862631957,-117.81004780412634,Burglary
43.341576976299486,-91.27975172008532,Assault
30.381286872829723,-102.88272141408694,Vandalism
26.21213636204614,-81.04322112866174,Robbery
34.15684834097681,-103.51711017037516,Assault
38.125226502822585,-114.14311745462884,Homicide
29.86976796723735,-113.00836857630613,Fraud
33.76124718002024,-118.89926928163489,Homicide
35.06580782699848,-115.77988429576494,Robbery
29.036501636403013,-74.53903377217716,Burglary
26.27578115826008,-102.68274419268344,Homicide
46.62209734467646,-122.55753393525438,Homicide
32.17449218650393,-92.9232459730159,Fraud
36.49460739512423,-85.40706507255709,Burglary
39.95387007198566,-93.85079822242028,Assault
40.20916272988228,-108.82255604272255,Theft
47.762381614947934,-121.73566165622952,Theft
48.34720946758743,-81.32758435066009,Homicide
30.82922646194656,-114.49021212341948,Assault
29.40699394915285,-101.73150194758018,Assault
30.011771336574967,-102.02036508659992,Vandalism
39.26115044291214,-122.5997284999409,Fraud
31.08749886535952,-84.67096585182216,Vandalism
37.93564320407398,-86.59820296542114,Fraud
41.5381026698264,-121.56957880361486,Robbery
43.757510149790846,-92.1867586052718,Robbery
40.28526895225659,-112.7857397478024,Fraud
41.50644926946361,-73.14321276900003,Burglary
41.11229818869538,-69.28594519835754,Burglary
30.87523774044412,-84.84084569760196,Vandalism
47.89938698034516,-87.20480233838722,Vandalism
38.62511606371907,-87.48716266712547,Drug Offense
25.29982298428863,-69.2862680851853,Robbery
44.79084131018468,-122.49351224272584,Robbery
43.34983205921642,-104.8674630900908,Assault
31.25226588015102,-109.74072450385106,Burglary
31.65702785970048,-90.6676205473029,Burglary
44.92405464120789,-114.42146401817725,Theft
41.78438156755688,-68.61409790450678,Homicide
29.77482749073545,-120.6226333808933,Burglary
37.390319219856686,-118.2944582748748,Theft
40.47682742670688,-102.05534333577025,Theft
29.495047581262817,-111.82143540000791,Fraud
38.547465976924975,-100.18438106546624,Theft
29.64361202266288,-96.12752765063304,Burglary
38.61694325793943,-117.58285838047352,Homicide
31.97797481412425,-68.26625385677914,Robbery
39.27689181106659,-72.82962584472543,Robbery
47.35586750643308,-85.36726046515344,Burglary
27.006239383235293,-118.50216214141014,Burglary
43.220250567636185,-113.12036290010056,Assault
46.99140237377223,-78.3000210815955,Burglary
43.87324430531778,-75.97621199737382,Drug Offense
30.36144373100056,-99.45168061723774,Vandalism
48.5134826808516,-67.35069364530068,Burglary
28.750560000978545,-105.79855774297587,Drug Offense
48.84896216654931,-97.56315532617025,Drug Offense
40.69051385439136,-102.09834934788684,Theft
48.54796553899338,-79.34956316687979,Homicide
29.58373231480389,-117.36955952018756,Robbery
45.68795514755776,-73.43881284262321,Vandalism
26.55670866111035,-78.97616339858983,Homicide
43.1211451120977,-86.56458977974931,Burglary
43.73423803304127,-70.13483476376952,Vandalism
29.19545340216121,-111.73997970128453,Robbery
39.76448867699197,-89.45179254791586,Vandalism
44.488442804823,-122.2263386745648,Vandalism
45.51052087053053,-92.44116323967847,Homicide
38.06134843006975,-121.61804329155107,Robbery
26.45636504502295,-96.47308374036128,Robbery
34.05990669100504,-93.551064419636,Robbery
43.23111412439017,-103.43542485525244,Assault
36.22759426018844,-114.45046715412128,Theft
40.95098098247773,-115.74920669554145,Robbery
33.54230967860374,-124.4816717184566,Drug Offense
35.975031443601665,-106.38497916884428,Drug Offense
47.97227655988154,-121.35305333326046,Burglary
32.298077945450395,-75.8141561634234,Drug Offense
38.51870284956743,-109.0218366675582,Fraud
35.45781039834948,-105.16973867625283,Assault
48.854747662279706,-81.02887235963502,Assault
26.694900406860366,-90.98076513626968,Burglary
44.37325502003258,-73.16304823858727,Robbery
34.67065809809124,-81.2071502387798,Assault
25.829011865618064,-103.28806199735678,Vandalism
27.9329346870187,-77.25641751131667,Assault
27.17216138278933,-91.34743838306704,Drug Offense
31.788515932813446,-111.68506641965614,Drug Offense
45.85387459735336,-82.22881051034247,Vandalism
31.97143719270388,-100.11935145559104,Vandalism
26.88115620414567,-98.99479692483716,Assault
32.156350851851286,-123.42010486426042,Theft
38.558215667770654,-95.1175402401603,Assault
43.42669200125346,-94.10081594884024,Robbery
27.19453113654432,-109.84818296464223,Homicide
38.53708467458011,-86.16741481221948,Theft
35.21685590503864,-104.04120639930768,Burglary
42.643806462104784,-124.50257966021616,Burglary
28.685792177791814,-82.23151992277235,Theft
39.69176579196443,-91.0943011568008,Assault
42.091895367454455,-104.68873723156352,Assault
39.847953379743856,-72.3173214148884,Theft
26.075208889356624,-77.88644921841876,Theft
38.41228757892849,-87.19104325868511,Fraud
42.1727380071985,-67.31455394948526,Vandalism
33.36442404815507,-116.1120252756439,Assault
27.899273227384747,-98.29120877898151,Vandalism
27.91065114193024,-100.06908419474446,Theft
31.23785233514675,-86.66966483015214,Robbery
46.58464663227007,-79.01400535384766,Assault
38.1633814065004,-121.61156988560502,Robbery
30.78104451875918,-118.9997556040378,Robbery
42.27283857356503,-85.96993278816461,Drug Offense
35.55844136853607,-103.96359406157734,Fraud
27.05742233163947,-82.32074202225263,Assault
33.13896734166229,-118.05087235466478,Homicide
45.7827164845247,-86.90124827853616,Assault
30.311665415101,-85.40286298917239,Theft
33.34257213091081,-73.88128078506388,Theft
46.697827435355066,-91.6584624742318,Theft
34.40008971064433,-76.63833329179792,Burglary
43.94375562624973,-120.12122807264376,Fraud
36.82156639949516,-113.36453047222936,Assault
40.65863480641437,-118.0393858073327,Fraud
40.84951930245367,-123.52874098257767,Theft
40.06837431631156,-118.73777546797272,Burglary
33.21225821164062,-112.20742645358348,Vandalism
31.030379059587315,-67.68052848528575,Robbery
45.23791558175013,-74.51326453615084,Burglary
39.73460301024009,-79.97578218080389,Homicide
33.27808386905089,-80.22041978979925,Theft
27.907510360923187,-109.3728670821117,Assault
29.73614415043689,-76.47372684396612,Theft
47.06143271685133,-123.41995299958404,Assault
39.01735444138034,-92.06254422949318,Assault
25.77656969332781,-111.95251374375336,Assault
45.20257406664028,-90.57001419143803,Assault
42.60099706133252,-92.85383663258618,Drug Offense
46.11063240931951,-89.59455063805156,Robbery
28.994285073365354,-68.5875677159332,Theft
46.48901843844671,-78.92248585875677,Burglary
35.69673961036737,-104.3038805839367,Homicide
44.45717539956836,-78.88627530763335,Assault
48.81195678255538,-97.31960850641102,Robbery
48.067594683164096,-107.32744295688956,Drug Offense
29.174245663632234,-81.59500758176924,Theft
46.08537808290132,-108.62431165168938,Robbery
30.379346780096903,-115.04274934314512,Theft
46.80799408793209,-121.90455411558486,Homicide
30.68727550930807,-102.05469705029348,Robbery
32.51261113211324,-71.41058042786315,Vandalism
34.01180958224396,-118.79049396539943,Fraud
31.42404466051177,-93.83506710496223,Homicide
42.38850887697288,-116.54188750673546,Assault
46.44524885582281,-121.62037774420952,Homicide
38.43567514955024,-117.62196060240606,Theft
48.99671664391235,-91.38946642343474,Robbery
44.90446752204204,-86.53780177679619,Robbery
31.196908258426348,-93.45420976431096,Vandalism
33.64371954151875,-106.69872736038288,Fraud
42.29938263193695,-78.46043170222241,Robbery
31.612048070263704,-90.8758816383559,Homicide
30.2736052233026,-86.33711978077935,Drug Offense
27.48904518099363,-120.6733411393476,Fraud
28.766677164491718,-89.5719850359107,Theft
38.77260532348295,-73.04610586393258,Drug Offense
48.3628081967748,-91.9369543505207,Vandalism
46.93354156315651,-95.04878479330648,Homicide
38.93801740042341,-110.6978231500861,Fraud
30.27808011362137,-71.5945579762142,Drug Offense
46.96361756194598,-74.69632757587019,Vandalism
28.288018325603467,-101.5265806302376,Homicide
27.072410729565707,-67.55575727006627,Drug Offense
45.58188289455028,-70.68726735021403,Theft
33.190313347658225,-86.82927021881905,Drug Offense
26.985317490379416,-110.29800676298808,Homicide
33.68343192357517,-78.5750329202645,Robbery
39.46272449812141,-122.40203059718812,Theft
33.85748605984193,-96.8564656293838,Burglary
45.4939728862723,-110.20530288846513,Assault
29.24640863374241,-85.77866536700239,Assault
25.06887522923508,-101.6645671210913,Drug Offense
31.218264505814545,-106.96085810734752,Burglary
35.91541512768331,-95.01633013348288,Drug Offense
46.9649656548393,-82.61095058717987,Robbery
43.90954198326303,-117.86119699029096,Vandalism
38.34310113956583,-117.18986524086708,Vandalism
35.52882243484775,-108.97997776703151,Homicide
29.374285195567246,-102.4449399651663,Burglary
44.6932345515401,-73.2559142952781,Vandalism
38.33520186962704,-94.40995418338436,Drug Offense
40.82395035915643,-117.53125493685248,Vandalism
40.14589816000765,-86.20165316657571,Drug Offense
26.689004559712263,-119.86129197988176,Theft
44.55142158802417,-86.4273321426142,Vandalism
26.848612862851297,-94.81326048779351,Robbery
44.38575071434819,-97.52612561193756,Burglary
34.13942806030173,-122.79895215611094,Burglary
39.910817300571,-100.65547586078527,Fraud
25.62228637393809,-91.72741686789485,Theft
27.324757841225807,-112.02578563048034,Homicide
34.63819351058419,-117.51287876408136,Assault
48.51633626362476,-103.99833997555032,Robbery
35.226582533969456,-89.29987538242933,Homicide
34.73781835195787,-80.6127096220759,Robbery
28.03215129315744,-73.50844223589607,Assault
28.561607419828256,-79.41507800848912,Theft
47.32733816192493,-109.51168677311748,Theft
41.119426053322734,-80.90307714400083,Burglary
47.07909897101293,-115.54954445014307,Theft
47.44876674798933,-68.00584283130488,Assault
41.56109561514029,-124.79686287262808,Assault
44.96219485421469,-122.80256636462492,Assault
40.16656553626039,-112.8226920257592,Homicide
27.377943233950607,-123.8509537881998,Fraud
45.79195963890091,-89.11289073155602,Vandalism
31.188691744187743,-99.28424360561256,Homicide
36.62511011248863,-70.34439817877845,Burglary
28.88333817477696,-117.57915704684726,Drug Offense
43.5448012987664,-112.75190439934585,Homicide
48.24908814124412,-79.66521059833786,Fraud
47.16286416585867,-122.458341448654,Burglary
31.877456566125357,-116.9232970111272,Homicide
25.42076091607917,-73.6228774590669,Burglary
42.94479276056005,-120.47277354587474,Vandalism
40.72329840434342,-69.45111492111619,Fraud
31.51461599562921,-105.88196392618416,Theft
38.92451757838187,-108.69037584258672,Burglary
36.99206973528781,-96.2836867192326,Theft
25.52739203651813,-88.33519182287009,Drug Offense
35.230541980973314,-92.4411045274844,Robbery
32.54886221198433,-72.00844728977472,Drug Offense
29.915427359513338,-83.82624600442006,Assault
35.45294645319976,-91.70762140982625,Vandalism
38.31684114260776,-111.83142765293007,Assault
43.77132019053404,-124.91871880974068,Fraud
32.79484914028027,-98.3747427284788,Assault
46.72854235010662,-101.80991031646418,Assault
40.43909649324424,-92.2955995602974,Assault
28.758877197001063,-115.35830501956232,Drug Offense
34.37705056609703,-100.6393526521734,Vandalism
41.914894150203246,-75.1417198366625,Drug Offense
41.50598087373776,-91.67919429202664,Vandalism
28.3210568364427,-112.39005685922793,Theft
34.64890599154947,-71.8554554781538,Assault
36.57367022495881,-78.83990191784747,Robbery
27.993872144703865,-75.25915502963697,Robbery
43.8308575177577,-97.88956092831089,Burglary
35.31915874687749,-85.07669737872877,Burglary
43.3986319183419,-76.64689227718318,Drug Offense
38.286909354774586,-85.36610154871009,Robbery
36.08778137883938,-82.95947679053509,Robbery
26.071348574900014,-102.95117341367808,Drug Offense
47.43077524282605,-81.33028375176005,Homicide
45.35415364124398,-84.78180264722394,Vandalism
46.81154702833493,-86.55500966163201,Theft
47.61204286285242,-112.60788295652132,Homicide
33.945859732054146,-70.57140263951592,Theft
45.99713235054226,-107.79204387674018,Burglary
26.424135719816523,-69.51954692999809,Fraud
40.69161230721453,-114.99010743784564,Assault
32.46039083427388,-100.77257343756196,Assault
47.23937137228026,-110.1621633086538,Burglary
36.38365645114513,-78.28800972392162,Fraud
34.935600115971624,-90.5937249865738,Assault
43.783654725008745,-85.49569740910849,Assault
29.743720626084794,-124.66551608288778,Vandalism
45.47911074043969,-113.4556000800623,Theft
45.65547127808678,-81.8169368653804,Theft
31.359813197801166,-108.01055277436998,Robbery
48.081813923940686,-90.77052074818786,Theft
45.1219462440705,-115.24091020457166,Robbery
25.3342733993212,-84.14501902705338,Drug Offense
46.83426610253139,-69.43164667657884,Fraud
